MSIZE;ITERATIONS;GPU-CO;GPU-CA;matrMulIntShared;
16;1;0.052544;0.154880;
16;2;0.038560;0.077600;
16;3;0.027680;0.074112;
16;4;0.027200;0.076128;
16;5;0.027424;0.075904;
16;6;0.037696;0.111808;
16;7;0.027872;0.076224;
16;8;0.027424;0.076960;
16;9;0.027392;0.075840;
16;10;0.027776;0.076288;
16;11;0.027776;0.074240;
16;12;0.027520;0.076608;
16;13;0.027168;0.075936;
16;14;0.038656;0.120128;
16;15;0.027968;0.075840;
16;16;0.027872;0.076192;
16;17;0.024832;0.077216;
16;18;0.027552;0.076704;
16;19;0.027776;0.075616;
16;20;0.027776;0.076800;
32;1;0.029824;0.079424;
32;2;0.030496;0.078976;
32;3;0.030496;0.082816;
32;4;0.030272;0.081088;
32;5;0.030400;0.085856;
32;6;0.030400;0.082784;
32;7;0.029984;0.084160;
32;8;0.029920;0.122560;
32;9;0.038336;0.080032;
32;10;0.029952;0.079904;
32;11;0.030624;0.079680;
32;12;0.030240;0.099392;
32;13;0.030176;0.079392;
32;14;0.031552;0.080352;
32;15;0.026528;0.073376;
32;16;0.027552;0.073088;
32;17;0.027136;0.072224;
32;18;0.026944;0.072992;
32;19;0.045472;0.134560;
32;20;0.027232;0.072384;
48;1;0.033856;0.082688;
48;2;0.033536;0.082560;
48;3;0.034016;0.080704;
48;4;0.034528;0.174208;
48;5;0.033440;0.082208;
48;6;0.033152;0.083232;
48;7;0.032832;0.080480;
48;8;0.033344;0.080960;
48;9;0.032960;0.081088;
48;10;0.033088;0.081888;
48;11;0.032832;0.079872;
48;12;0.032832;0.082688;
48;13;0.032896;0.080416;
48;14;0.033536;0.082656;
48;15;0.033248;0.080672;
48;16;0.033952;0.081024;
48;17;0.033024;0.081920;
48;18;0.032672;0.080640;
48;19;0.031936;0.078528;
48;20;0.033184;0.080352;
64;1;0.038816;0.091424;
64;2;0.038816;0.091456;
64;3;0.040224;0.091008;
64;4;0.038848;0.091264;
64;5;0.039072;0.090944;
64;6;0.047872;0.099072;
64;7;0.043808;0.099040;
64;8;0.043296;0.097600;
64;9;0.043200;0.098464;
64;10;0.043264;0.098208;
64;11;0.043328;0.099488;
64;12;0.043648;0.098336;
64;13;0.043680;0.098432;
64;14;0.042880;0.098688;
64;15;0.042944;0.097312;
64;16;0.043424;0.097952;
64;17;0.042784;0.098400;
64;18;0.043136;0.097504;
64;19;0.043360;0.097952;
64;20;0.044320;0.098272;
80;1;0.054880;0.110048;
80;2;0.054240;0.111296;
80;3;0.053280;0.111072;
80;4;0.055520;0.111264;
80;5;0.053728;0.112000;
80;6;0.053600;0.111232;
80;7;0.053856;0.110528;
80;8;0.053568;0.110304;
80;9;0.053536;0.111008;
80;10;0.053184;0.113280;
80;11;0.068288;0.240032;
80;12;0.054112;0.117312;
80;13;0.054208;0.140480;
80;14;0.054528;0.109088;
80;15;0.053952;0.109632;
80;16;0.054080;0.108768;
80;17;0.052096;0.109056;
80;18;0.053760;0.118016;
80;19;0.054208;0.109440;
80;20;0.054560;0.110368;
96;1;0.075968;0.136192;
96;2;0.075264;0.143968;
96;3;0.074880;0.135168;
96;4;0.092640;0.193856;
96;5;0.071648;0.133088;
96;6;0.070720;0.134080;
96;7;0.071264;0.133504;
96;8;0.072448;0.135936;
96;9;0.070752;0.130848;
96;10;0.072736;0.134112;
96;11;0.070048;0.130656;
96;12;0.071040;0.134816;
96;13;0.072128;0.133280;
96;14;0.071936;0.134880;
96;15;0.072096;0.132416;
96;16;0.071008;0.132448;
96;17;0.071264;0.133984;
96;18;0.071968;0.134752;
96;19;0.071872;0.133920;
96;20;0.071680;0.133696;
112;1;0.090688;0.157184;
112;2;0.089600;0.165280;
112;3;0.089248;0.155616;
112;4;0.088896;0.152928;
112;5;0.089824;0.155072;
112;6;0.089696;0.220032;
112;7;0.089024;0.153504;
112;8;0.089280;0.154560;
112;9;0.090336;0.154272;
112;10;0.089920;0.152224;
112;11;0.090976;0.152928;
112;12;0.089408;0.155136;
112;13;0.089856;0.154816;
112;14;0.088288;0.156416;
112;15;0.090048;0.156000;
112;16;0.089664;0.154368;
112;17;0.089536;0.157920;
112;18;0.089504;0.156832;
112;19;0.089792;0.156640;
112;20;0.090176;0.156352;
128;1;0.127648;0.204384;
128;2;0.129184;0.202592;
128;3;0.129024;0.202048;
128;4;0.130496;0.203584;
128;5;0.130208;0.203008;
128;6;0.129440;0.198592;
128;7;0.128096;0.200384;
128;8;0.130272;0.200992;
128;9;0.127200;0.201760;
128;10;0.128608;0.202368;
128;11;0.128480;0.204224;
128;12;0.127360;0.200704;
128;13;0.126240;0.204416;
128;14;0.127264;0.201440;
128;15;0.128288;0.206048;
128;16;0.128224;0.203264;
128;17;0.128480;0.199456;
128;18;0.130656;0.200640;
128;19;0.128640;0.202784;
128;20;0.128544;0.209120;
144;1;0.164832;0.258208;
144;2;0.164576;0.258592;
